id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,icao_code,iata_code,gps_code,local_code,home_link,wikipedia_link,keywords
21198,KTKI,small_airport,McKinney National Airport,33.177898,-96.5905,585.0,,US,US-TX,Dallas,no,,,KTKI,TKI,https://www.flytki.com/,https://en.wikipedia.org/wiki/McKinney_National_Airport,Collin County Regional Airport at McKinney
21199,KTKO,small_airport,Mankato Airport,39.804953,-98.220606,1859.0,,US,US-KS,Mankato,no,,,KTKO,TKO,,https://en.wikipedia.org/wiki/Mankato_Airport,Mankato Regional
21200,KTKV,small_airport,Tomahawk Regional Airport,45.469101,-89.805702,1487.0,,US,US-WI,Tomahawk,no,,,KTKV,TKV,http://www.tomahawkregionalairport.com/,https://en.wikipedia.org/wiki/Tomahawk_Regional_Airport,WI46
21201,KTKX,small_airport,Kennett Memorial Airport,36.2258987427,-90.0365982056,262.0,,US,US-MO,Kennett,no,KTKX,KNT,KTKX,TKX,http://www.ktkx.us/,https://en.wikipedia.org/wiki/Kennett_Memorial_Airport,
3924,KTLH,medium_airport,Tallahassee Regional Airport,30.3965,-84.350304,81.0,,US,US-FL,Tallahassee,yes,KTLH,TLH,KTLH,TLH,,https://en.wikipedia.org/wiki/Tallahassee_Regional_Airport,
21202,KTLR,small_airport,Mefford Field,36.15629959,-119.3259964,265.0,,US,US-CA,Tulare,no,KTLR,TLR,KTLR,TLR,http://www.ci.tulare.ca.us/local_government/departments/administrative_services/airport.htm,https://en.wikipedia.org/wiki/Mefford_Field,
21203,KTMA,small_airport,Henry Tift Myers Airport,31.4290008545,-83.4885025024,355.0,,US,US-GA,Tifton,no,KTMA,TMA,KTMA,TMA,,https://en.wikipedia.org/wiki/Henry_Tift_Myers_Airport,"Tifton AAF, Turner AAF Auxiliary Field No. 9"
21204,KTMB,medium_airport,Miami Executive Airport,25.6479,-80.4328,8.0,,US,US-FL,Miami,no,KTMB,TMB,KTMB,TMB,http://www.miami-airport.com/kendall_tamiami.asp,https://en.wikipedia.org/wiki/Miami_Executive_Airport,Kendall-Tamiami Executive Airport
13991,KTME,small_airport,Houston Executive Airport,29.807199,-95.897903,166.0,,US,US-TX,Houston,no,,,KTME,TME,,https://en.wikipedia.org/wiki/Houston_Executive_Airport,Formerly 78T
24915,KTMK,small_airport,Tillamook Airport,45.4182014465,-123.814002991,36.0,,US,US-OR,Tillamook,no,KTMK,OTK,KTMK,TMK,,https://en.wikipedia.org/wiki/Tillamook_Airport,S47
21205,KTNP,small_airport,Twentynine Palms Airport,34.133901,-115.947347,1888.0,,US,US-CA,Twentynine Palms,no,KTNP,TNP,KTNP,TNP,http://cms.sbcounty.gov/airports/Airports/TwentyninePalms.aspx,https://en.wikipedia.org/wiki/Twentynine_Palms_Airport,
21206,KTNT,small_airport,Dade Collier Training and Transition Airport,25.861799240112,-80.897003173828,13.0,,US,US-FL,Miami,no,KTNT,TNT,KTNT,TNT,http://www.miami-airport.com/dade_collier.asp,https://en.wikipedia.org/wiki/Dade-Collier_Training_and_Transition_Airport,
21207,KTNU,small_airport,Newton Municipal Airport,41.6744,-93.021698,953.0,,US,US-IA,Newton,no,KTNU,TNU,KTNU,TNU,http://www.newtongov.org/index.aspx?nid=189,https://en.wikipedia.org/wiki/Newton_Municipal_Airport_(Iowa),Earl Johnson Field
21208,KTNX,small_airport,Tonopah Test Range Airport,37.7988014221,-116.78099823,5549.0,,US,US-NV,Tonopah,no,KTNX,XSD,KTNX,TNX,,https://en.wikipedia.org/wiki/Tonopah_Test_Range_Airport,
21209,KTOA,small_airport,Zamperini Field,33.803398132324,-118.33999633789,103.0,,US,US-CA,Torrance,no,KTOA,TOA,KTOA,TOA,http://www.torranceca.gov/487.htm,https://en.wikipedia.org/wiki/Zamperini_Field,
21210,KTOB,small_airport,Dodge Center Airport,44.018002,-92.831497,1305.0,,US,US-MN,Dodge Center,no,,,KTOB,TOB,,https://en.wikipedia.org/wiki/Dodge_Center_Airport,
21211,KTOC,small_airport,Toccoa Airport - R.G. Letourneau Field,34.5938,-83.295799,996.0,,US,US-GA,Toccoa,no,KTOC,TOC,KTOC,TOC,http://www.stephenscountyga.com/airport.cfm?lid=249,https://en.wikipedia.org/wiki/Toccoa_Airport,Stephens County
21212,KTOI,medium_airport,Troy Municipal Airport at N Kenneth Campbell Field,31.860399,-86.012101,398.0,,US,US-AL,Troy,no,KTOI,TOI,KTOI,TOI,http://www.troyal.gov/KTOI,https://en.wikipedia.org/wiki/Troy_Municipal_Airport,
3925,KTOL,medium_airport,Eugene F. Kranz Toledo Express Airport,41.5868,-83.8078,683.0,,US,US-OH,Toledo,yes,KTOL,TOL,KTOL,TOL,,https://en.wikipedia.org/wiki/Toledo_Express_Airport,
21213,KTOP,medium_airport,Philip Billard Municipal Airport,39.069899,-95.622606,881.0,,US,US-KS,Topeka,no,KTOP,TOP,KTOP,TOP,http://www.mtaa-topeka.org/billard-airport,https://en.wikipedia.org/wiki/Philip_Billard_Municipal_Airport,
21214,KTOR,small_airport,Torrington Municipal Airport,42.0644989,-104.1529999,4207.0,,US,US-WY,Torrington,no,KTOR,TOR,KTOR,TOR,,https://en.wikipedia.org/wiki/Torrington_Municipal_Airport,
3926,KTPA,large_airport,Tampa International Airport,27.9755,-82.533203,26.0,,US,US-FL,Tampa,yes,KTPA,TPA,KTPA,TPA,https://www.tampaairport.com/,https://en.wikipedia.org/wiki/Tampa_International_Airport,
21215,KTPF,small_airport,Peter O Knight Airport,27.915599822998,-82.44930267334,8.0,,US,US-FL,Tampa,no,KTPF,TPF,KTPF,TPF,http://www.tampaairport.com/peter-o-knight-airport,https://en.wikipedia.org/wiki/Peter_O._Knight_Airport,
21216,KTPH,medium_airport,Tonopah Airport,38.06019974,-117.086998,5430.0,,US,US-NV,Tonopah,no,KTPH,TPH,KTPH,TPH,http://www.tonopahnevada.com/airport.html,https://en.wikipedia.org/wiki/Tonopah_Airport,
3927,KTPL,medium_airport,Draughon Miller Central Texas Regional Airport,31.1525,-97.407799,682.0,,US,US-TX,Temple,no,KTPL,TPL,KTPL,TPL,,https://en.wikipedia.org/wiki/Draughon%E2%80%93Miller_Central_Texas_Regional_Airport,
21217,KTQE,small_airport,Tekamah Municipal Airport,41.76350021362305,-96.17790222167967,1027.0,,US,US-NE,Tekamah,no,,,KTQE,TQE,,,
21218,KTQH,small_airport,Tahlequah Municipal Airport,35.928902,-95.004501,874.0,,US,US-OK,Tahlequah,no,,,KTQH,TQH,,https://en.wikipedia.org/wiki/Tahlequah_Municipal_Airport,
21219,KTQK,small_airport,Scott City Municipal Airport,38.47430038452149,-100.88500213623048,2963.0,,US,US-KS,Scott City,no,,,KTQK,TQK,,,
3928,KTRI,medium_airport,Tri-Cities Regional TN/VA Airport,36.475201,-82.407401,1519.0,,US,US-TN,Blountville,yes,KTRI,TRI,KTRI,TRI,,https://en.wikipedia.org/wiki/Tri-Cities_Regional_Airport,
21220,KTRK,medium_airport,Truckee Tahoe Airport,39.318628,-120.140562,5900.0,,US,US-CA,Truckee,yes,KTRK,TKF,KTRK,TRK,,https://en.wikipedia.org/wiki/Truckee_Tahoe_Airport,
21221,KTRL,small_airport,Terrell Municipal Airport,32.709202,-96.267403,474.0,,US,US-TX,Terrell,no,KTRL,TRL,KTRL,TRL,http://www.terrellairport.com/,https://en.wikipedia.org/wiki/Terrell_Municipal_Airport,Terrell Field
21222,KTRM,medium_airport,Jacqueline Cochran Regional Airport,33.62670135498,-116.16000366211,-115.0,,US,US-CA,Palm Springs,no,KTRM,TRM,KTRM,TRM,http://www.rcjcra.com/,https://en.wikipedia.org/wiki/Jacqueline_Cochran_Regional_Airport,"Thermal Airport, Desert Resorts Regional Airport, Thermal AAF"
21223,KTRX,small_airport,Trenton Municipal Airport,40.0835,-93.590599,758.0,,US,US-MO,Trenton,no,KTRX,TRX,KTRX,TRX,,https://en.wikipedia.org/wiki/Trenton_Municipal_Airport_(Missouri),
21225,KTSO,small_airport,Carroll County-Tolson Airport,40.561901,-81.077499,1163.0,,US,US-OH,Carrollton,no,,,KTSO,TSO,,https://en.wikipedia.org/wiki/Carroll_County%E2%80%93Tolson_Airport,
21226,KTSP,small_airport,Tehachapi Municipal Airport,35.134998321533,-118.43900299072,4001.0,,US,US-CA,Tehachapi,no,KTSP,TSP,KTSP,TSP,http://www.liveuptehachapi.com/index.aspx?nid=26,https://en.wikipedia.org/wiki/Tehachapi_Municipal_Airport,
21227,KTTA,small_airport,Raleigh Executive Jetport,35.583698,-79.1008,246.0,,US,US-NC,Sanford,no,,,KTTA,TTA,,https://en.wikipedia.org/wiki/Raleigh_Executive_Jetport,"Raleigh Exec: The Raleigh Executive Jetport, Raleigh Exec Jetport at Sanford-Lee County, Sanford-Lee County Regional Airport"
21228,KTTD,medium_airport,Portland Troutdale Airport,45.54940032959,-122.40100097656,39.0,,US,US-OR,Portland,no,KTTD,TTD,KTTD,TTD,https://www2.portofportland.com/Airports/Troutdale/,https://en.wikipedia.org/wiki/Portland%E2%80%93Troutdale_Airport,
21229,KTTF,small_airport,Custer Airport,41.939899,-83.4347,616.0,,US,US-MI,Monroe,no,,,KTTF,TTF,,https://en.wikipedia.org/wiki/Custer_Airport,
3929,KTTN,medium_airport,Trenton Mercer Airport,40.276699,-74.813499,213.0,,US,US-NJ,Ewing Township,yes,KTTN,TTN,KTTN,TTN,,https://en.wikipedia.org/wiki/Trenton-Mercer_Airport,
21230,KTTS,medium_airport,Space Florida Launch and Landing Facility,28.615,-80.694504,10.0,,US,US-FL,Titusville,no,,,KTTS,TTS,,https://en.wikipedia.org/wiki/Shuttle_Landing_Facility,
3930,KTUL,large_airport,Tulsa International Airport,36.19839859008789,-95.88809967041016,677.0,,US,US-OK,Tulsa,yes,KTUL,TUL,KTUL,TUL,,https://en.wikipedia.org/wiki/Tulsa_International_Airport,
3931,KTUP,medium_airport,Tupelo Regional Airport,34.26810073852539,-88.7698974609375,346.0,,US,US-MS,Tupelo,yes,KTUP,TUP,KTUP,TUP,,https://en.wikipedia.org/wiki/Tupelo_Regional_Airport,
3932,KTUS,medium_airport,Tucson International Airport / Morris Air National Guard Base,32.115004,-110.938053,2643.0,,US,US-AZ,Tucson,yes,KTUS,TUS,KTUS,TUS,https://www.flytucson.com/,https://en.wikipedia.org/wiki/Tucson_International_Airport,"tucson, tucson international, morris angb"
21231,KTVB,small_airport,Cabool Memorial Airport,37.13240051269531,-92.08399963378906,1220.0,,US,US-MO,Cabool,no,,,KTVB,TVB,,,
3933,KTVC,medium_airport,Cherry Capital Airport,44.74140167236328,-85.58219909667969,624.0,,US,US-MI,Traverse City,yes,KTVC,TVC,KTVC,TVC,,https://en.wikipedia.org/wiki/Cherry_Capital_Airport,
21232,KTVF,medium_airport,Thief River Falls Regional Airport,48.065701,-96.184998,1119.0,,US,US-MN,Thief River Falls,yes,KTVF,TVF,KTVF,TVF,,https://en.wikipedia.org/wiki/Thief_River_Falls_Regional_Airport,
21233,KTVI,small_airport,Thomasville Regional Airport,30.901599884033,-83.881301879883,264.0,,US,US-GA,Thomasville,no,KTVI,TVI,KTVI,TVI,http://www.thomasville.org/Content/Default/10/534/71/city-of-thomasville/departments/thomasville-regional-airport.html,https://en.wikipedia.org/wiki/Thomasville_Regional_Airport,Thomasville AAF
21234,KTVK,small_airport,Centerville Municipal Airport,40.683899,-92.901001,1023.0,,US,US-IA,Centerville,no,,,KTVK,TVK,,https://en.wikipedia.org/wiki/Centerville_Municipal_Airport_(Iowa),
3934,KTVL,medium_airport,Lake Tahoe Airport,38.89390182495117,-119.99500274658205,6264.0,,US,US-CA,South Lake Tahoe,no,KTVL,TVL,KTVL,TVL,,https://en.wikipedia.org/wiki/Lake_Tahoe_Airport,
21235,KTVR,small_airport,Vicksburg Tallulah Regional Airport,32.351601,-91.027702,86.0,,US,US-LA,Tallulah,no,,,KTVR,TVR,,,Vicksburg
21236,KTVY,small_airport,Bolinder Field Tooele Valley Airport,40.612301,-112.350998,4322.0,,US,US-UT,Tooele,no,,,KTVY,TVY,,https://en.wikipedia.org/wiki/Tooele_Valley_Airport,
3935,KTWF,medium_airport,Joslin Field Magic Valley Regional Airport,42.4818,-114.487999,4154.0,,US,US-ID,Twin Falls,yes,KTWF,TWF,KTWF,TWF,,https://en.wikipedia.org/wiki/Magic_Valley_Regional_Airport,
21237,KTWM,small_airport,Richard B Helgeson Airport,47.04919815,-91.74510193,1073.0,,US,US-MN,Two Harbors,no,,,KTWM,TWM,,,
21238,KTWT,small_airport,Sturgis Municipal Airport,37.540798,-87.951797,372.0,,US,US-KY,Sturgis,no,,,KTWT,TWT,,https://en.wikipedia.org/wiki/Sturgis_Municipal_Airport_(Kentucky),
3936,KTXK,medium_airport,Texarkana Regional Airport (Webb Field),33.453701,-93.990997,390.0,,US,US-AR,Texarkana,yes,KTXK,TXK,KTXK,TXK,,https://en.wikipedia.org/wiki/Texarkana_Regional_Airport,
21239,KTYL,small_airport,Taylor Airport,34.45280075,-110.1149979,5823.0,,US,US-AZ,Taylor,no,KTYL,TYZ,KTYL,TYL,,https://en.wikipedia.org/wiki/Taylor_Airport_(Arizona),
21240,KTYQ,small_airport,Indianapolis Executive Airport,40.030701,-86.251404,922.0,,US,US-IN,Indianapolis,no,,,KTYQ,TYQ,,https://en.wikipedia.org/wiki/Indianapolis_Executive_Airport,
3937,KTYR,medium_airport,Tyler Pounds Regional Airport,32.35409927368164,-95.40239715576172,544.0,,US,US-TX,Tyler,yes,KTYR,TYR,KTYR,TYR,,https://en.wikipedia.org/wiki/Tyler_Pounds_Regional_Airport,
3938,KTYS,medium_airport,McGhee Tyson Airport,35.811001,-83.994003,981.0,,US,US-TN,Alcoa,yes,KTYS,TYS,KTYS,TYS,,https://en.wikipedia.org/wiki/McGhee_Tyson_Airport,Knoxville
21241,KTZR,small_airport,Bolton Field,39.901199,-83.136902,905.0,,US,US-OH,Columbus,no,,,KTZR,TZR,,https://en.wikipedia.org/wiki/Bolton_Field,
21242,KTZT,small_airport,Belle Plaine Municipal Airport,41.87879943847656,-92.28459930419922,771.0,,US,US-IA,Belle Plaine,no,,,KTZT,TZT,,,
21243,KTZV,small_airport,Tompkinsville Monroe County Airport,36.729,-85.652397,1036.0,,US,US-KY,Tompkinsville,no,,,KTZV,TZV,,https://en.wikipedia.org/wiki/Tompkinsville-Monroe_County_Airport,
21280,KUAO,medium_airport,Aurora State Airport,45.247100830078125,-122.7699966430664,200.0,,US,US-OR,Aurora,no,,,KUAO,UAO,,https://en.wikipedia.org/wiki/Aurora_State_Airport,
21281,KUBE,small_airport,Cumberland Municipal Airport,45.505969,-91.98012,1241.0,,US,US-WI,Cumberland,no,,,KUBE,UBE,,https://en.wikipedia.org/wiki/Cumberland_Municipal_Airport_(Wisconsin),
21282,KUBS,small_airport,Columbus Lowndes County Airport,33.4654006958,-88.3803024292,188.0,,US,US-MS,Columbus,no,KUBS,UBS,KUBS,UBS,,https://en.wikipedia.org/wiki/Columbus-Lowndes_County_Airport,
21283,KUBX,small_airport,Cuba Municipal Airport,38.06880187988281,-91.42890167236328,1023.0,,US,US-MO,Cuba,no,,,KUBX,UBX,,,
21284,KUCP,small_airport,New Castle Municipal Airport,41.02529907,-80.41339874,1070.0,,US,US-PA,New Castle,no,,,KUCP,UCP,http://www.newcastlepa.org/Transportation/Airport/airport.html,https://en.wikipedia.org/wiki/New_Castle_Municipal_Airport,2G7
21285,KUCY,small_airport,Everett-Stewart Regional Airport,36.38180161,-88.98539734,336.0,,US,US-TN,Union City,no,KUCY,UCY,KUCY,UCY,,https://en.wikipedia.org/wiki/Everett%E2%80%93Stewart_Regional_Airport,Union City Airport
21286,KUDD,small_airport,Bermuda Dunes Airport,33.748492,-116.275027,73.0,,US,US-CA,Bermuda Dunes,no,KUDD,UDD,KUDD,UDD,,https://en.wikipedia.org/wiki/Bermuda_Dunes_Airport,
21287,KUDG,small_airport,Darlington County Airport,34.449401,-79.890098,192.0,,US,US-SC,Darlington,no,,,KUDG,UDG,http://www.darcosc.com/departments/airport/,https://en.wikipedia.org/wiki/Darlington_County_Jetport,"04J, Darlington County Jetport"
21288,KUES,small_airport,Waukesha County Airport,43.041000366211,-88.237098693848,911.0,,US,US-WI,Waukesha,no,KUES,UES,KUES,UES,https://www.waukeshacounty.gov/airport/,https://en.wikipedia.org/wiki/Waukesha_County_Airport,
21289,KUGN,small_airport,Waukegan National Airport,42.422199249268,-87.867897033691,727.0,,US,US-IL,Chicago/Waukegan,no,KUGN,UGN,KUGN,UGN,http://waukeganport.com/wkgn_airport/,https://en.wikipedia.org/wiki/Waukegan_National_Airport,"Waukegan Regional Airport, Waukegan Memorial Airport"
21290,KUIL,small_airport,Quillayute Airport,47.936599731445,-124.56300354004,194.0,,US,US-WA,Quillayute,no,KUIL,UIL,KUIL,UIL,http://www.wsdot.wa.gov/aviation/AllStateAirports/Quillayute_Quillayute.htm,https://en.wikipedia.org/wiki/Quillayute_Airport,
3940,KUIN,medium_airport,Quincy Regional Airport Baldwin Field,39.942699,-91.194603,768.0,,US,US-IL,Quincy,yes,KUIN,UIN,KUIN,UIN,,https://en.wikipedia.org/wiki/Quincy_Regional_Airport,
21291,KUKF,small_airport,Wilkes County Airport,36.2228012085,-81.09829711910001,1301.0,,US,US-NC,North Wilkesboro,no,KUKF,IKB,KUKF,UKF,http://wilkescounty.net/airport/,https://en.wikipedia.org/wiki/Wilkes_County_Airport,
3941,KUKI,medium_airport,Ukiah Municipal Airport,39.125999,-123.200996,614.0,,US,US-CA,Ukiah,no,KUKI,UKI,KUKI,UKI,http://www.cityofukiah.com/ukiah-airport/,https://en.wikipedia.org/wiki/Ukiah_Municipal_Airport,
21292,KUKL,small_airport,Coffey County Airport,38.302502,-95.724998,1174.0,,US,US-KS,Burlington,no,,,KUKL,UKL,,https://en.wikipedia.org/wiki/Coffey_County_Airport,
21293,KUKT,small_airport,Quakertown Airport,40.4352,-75.381897,526.0,,US,US-PA,Quakertown,no,KUKT,UKT,KUKT,UKT,http://www.bcaanet.org/quakertown.html,https://en.wikipedia.org/wiki/Quakertown_Airport,
21294,KULM,small_airport,New Ulm Municipal Airport,44.319599151611,-94.502296447754,1011.0,,US,US-MN,New Ulm,no,KULM,ULM,KULM,ULM,http://www.ci.new-ulm.mn.us/index.asp?Type=B_BASIC&SEC={840F6280-A727-429E-B482-086226133C0E},https://en.wikipedia.org/wiki/New_Ulm_Municipal_Airport,
21295,KULS,small_airport,Ulysses Airport,37.60400009,-101.3740005,3071.0,,US,US-KS,Ulysses,no,,,KULS,ULS,,,
21296,KUMP,small_airport,Indianapolis Metropolitan Airport,39.9352,-86.044998,811.0,,US,US-IN,Indianapolis,no,,,KUMP,UMP,,https://en.wikipedia.org/wiki/Indianapolis_Metropolitan_Airport,
21297,KUNI,small_airport,Ohio University Airport,39.211839,-82.22949,766.0,,US,US-OH,Albany,no,KUNI,ATO,KUNI,UNI,,https://en.wikipedia.org/wiki/Gordon_K._Bush_Airport,"Athens, Gordon K Bush Airport, Snyder Field"
21298,KUNO,small_airport,West Plains Regional Airport,36.878399,-91.902702,1228.0,,US,US-MO,Pomona,no,,,KUNO,UNO,,https://en.wikipedia.org/wiki/West_Plains_Regional_Airport,
21299,KUNU,small_airport,Dodge County Airport,43.42660141,-88.70320129,934.0,,US,US-WI,Juneau,no,KUNU,UNU,KUNU,UNU,http://www.co.dodge.wi.us/index.aspx?page=44,https://en.wikipedia.org/wiki/Dodge_County_Airport,
21300,KUNV,medium_airport,State College Regional Airport,40.849374,-77.84852,1239.0,,US,US-PA,State College,yes,KUNV,SCE,KUNV,UNV,http://universityparkairport.com/,https://en.wikipedia.org/wiki/University_Park_Airport,University Park
21301,KUOS,small_airport,Franklin County Airport,35.204754,-85.899052,1953.0,,US,US-TN,Sewanee,no,KUOS,UOS,KUOS,UOS,,https://en.wikipedia.org/wiki/Franklin_County_Airport_(Tennessee),Sewanee International
3942,KUOX,medium_airport,University Oxford Airport,34.384300231934,-89.536796569824,452.0,,US,US-MS,Oxford,no,KUOX,UOX,KUOX,UOX,http://airport.olemiss.edu/,https://en.wikipedia.org/wiki/University-Oxford_Airport,
21302,KUSE,small_airport,Fulton County Airport,41.6101,-84.127197,779.0,,US,US-OH,Wauseon,no,,,KUSE,USE,,https://en.wikipedia.org/wiki/Fulton_County_Airport_(Ohio),
21303,KUTA,small_airport,Tunica Municipal Airport,34.68505,-90.347757,194.0,,US,US-MS,Tunica,no,KUTA,UTM,KUTA,UTA,http://tunicaairport.com/,https://en.wikipedia.org/wiki/Tunica_Municipal_Airport,
21304,KUTS,medium_airport,Huntsville Regional Airport,30.7469005585,-95.5871963501,363.0,,US,US-TX,Huntsville,no,KUTS,HTV,KUTS,UTS,,https://en.wikipedia.org/wiki/Huntsville_Regional_Airport,"T39, Bruce Brothers Huntsville Regional Airport, Huntsville Municipal Airport"
21305,KUUU,small_airport,Newport State Airport,41.532398,-71.281502,172.0,,US,US-RI,Newport,yes,KUUU,NPT,KUUU,UUU,,https://en.wikipedia.org/wiki/Newport_State_Airport_(Rhode_Island),2B4
21306,KUUV,small_airport,Sullivan Regional Airport,38.233501,-91.164299,933.0,,US,US-MO,Sullivan,no,,,KUUV,UUV,,https://en.wikipedia.org/wiki/Sullivan_Regional_Airport,
21307,KUVA,small_airport,Garner Field,29.2112998962,-99.743598938,942.0,,US,US-TX,Uvalde,no,KUVA,UVA,KUVA,UVA,http://uvaldeflightcenter.com/,https://en.wikipedia.org/wiki/Garner_Field,
21308,KUWL,small_airport,New Castle-Henry County Municipal Airport,39.8759,-85.3265,1088.0,,US,US-IN,New Castle,no,,,KUWL,UWL,https://www.cityofnewcastle.net/department/?structureid=66,https://en.wikipedia.org/wiki/New_Castle-Henry_County_Municipal_Airport,Marlatt Field
25332,KUXL,small_airport,Southland Field,30.131399,-93.376099,10.0,,US,US-LA,Sulphur,no,,,KUXL,UXL,,https://en.wikipedia.org/wiki/Southland_Field,
21309,KUYF,small_airport,Madison County Airport,39.932701,-83.461998,1082.0,,US,US-OH,London,no,,,KUYF,UYF,,https://en.wikipedia.org/wiki/Madison_County_Airport_(Ohio),
21310,KUZA,small_airport,Rock Hill - York County Airport,34.9878006,-81.05719757,666.0,,US,US-SC,Rock Hill,no,KUZA,RKH,KUZA,UZA,http://www.cityofrockhill.com/departments/airport/more/airport,https://en.wikipedia.org/wiki/Rock_Hill/York_County_Airport,"29J, Bryant Field"
3943,KVAD,medium_airport,Moody Air Force Base,30.9678001404,-83.1930007935,233.0,,US,US-GA,Valdosta,no,KVAD,VAD,KVAD,VAD,http://www.moody.af.mil/,https://en.wikipedia.org/wiki/Moody_Air_Force_Base,
21311,KVAY,small_airport,South Jersey Regional Airport,39.942902,-74.845703,53.0,,US,US-NJ,Lumberton,no,KVAY,LLY,KVAY,VAY,http://southjerseyairport.com/,https://en.wikipedia.org/wiki/South_Jersey_Regional_Airport,"Burlington County Airport, Mount Holly"
3944,KVBG,medium_airport,Vandenberg Space Force Base,34.737301,-120.584,369.0,,US,US-CA,Lompoc,no,KVBG,VBG,KVBG,VBG,,https://en.wikipedia.org/wiki/Vandenberg_Air_Force_Base,
21312,KVBT,small_airport,Bentonville Municipal-Louise M Thaden Field,36.345699,-94.219299,1296.0,,US,US-AR,Bentonville,no,KVBT,,KVBT,VBT,https://www.bentonvillear.com/385/Airport,https://en.wikipedia.org/wiki/Bentonville_Municipal_Airport,H00
21314,KVCB,small_airport,Nut Tree Airport,38.376801,-121.961998,117.0,,US,US-CA,Vacaville,no,,,KVCB,VCB,,https://en.wikipedia.org/wiki/Nut_Tree_Airport,
3945,KVCT,medium_airport,Victoria Regional Airport,28.85260009765625,-96.9185028076172,115.0,,US,US-TX,Victoria,yes,KVCT,VCT,KVCT,VCT,,https://en.wikipedia.org/wiki/Victoria_Regional_Airport,
21315,KVCV,small_airport,Southern California Logistics Airport,34.597499847399995,-117.383003235,2885.0,,US,US-CA,Victorville,no,KVCV,VCV,KVCV,VCV,http://www.logisticsairport.com/page.aspx?pgid=3,https://en.wikipedia.org/wiki/Southern_California_Logistics_Airport,"George AFB, Victorville Airport"
21316,KVDF,small_airport,Tampa Executive Airport,28.013999939,-82.3452987671,22.0,,US,US-FL,Tampa,no,,,KVDF,VDF,http://www.tampaairport.com/tampa-executive-airport,https://en.wikipedia.org/wiki/Tampa_Executive_Airport,"X16, Vandenberg Airport"
21317,KVDI,small_airport,Vidalia Regional Airport,32.192699432373,-82.371200561523,275.0,,US,US-GA,Vidalia,no,KVDI,VDI,KVDI,VDI,http://www.vidaliaga.com/airport.html,https://en.wikipedia.org/wiki/Vidalia_Regional_Airport,"Vidalia-Lyons AAF, Turner AAF AuxAF No. 8"
21318,KVEL,medium_airport,Vernal Regional Airport,40.436214,-109.511661,5278.0,,US,US-UT,Vernal,yes,KVEL,VEL,KVEL,VEL,,https://en.wikipedia.org/wiki/Vernal_Airport,
21319,KVER,small_airport,Jesse Viertel Memorial Airport,38.946701,-92.682701,715.0,,US,US-MO,Boonville,no,,,KVER,VER,,https://en.wikipedia.org/wiki/Jesse_Viertel_Memorial_Airport,
21320,KVES,small_airport,Darke County Airport,40.204399,-84.531898,1007.0,,US,US-OH,Versailles,no,,,KVES,VES,,https://en.wikipedia.org/wiki/Darke_County_Airport,
20008,KVGC,small_airport,Hamilton Municipal Airport,42.8438,-75.561401,1137.0,,US,US-NY,Hamilton,no,,,KVGC,VGC,,https://en.wikipedia.org/wiki/Hamilton_Municipal_Airport_(New_York),Formerly H30
21321,KVGT,medium_airport,North Las Vegas Metropolitan International Airport,36.210701,-115.194,2205.0,,US,US-NV,Las Vegas,no,KVGT,VGT,KVGT,VGT,http://www.vgt.aero/index.html,https://en.wikipedia.org/wiki/North_Las_Vegas_Airport,"Northtown Airport, Las Vegas North Air Terminal"
21322,KVHN,small_airport,Culberson County Airport,31.057800292969,-104.78399658203,3957.0,,US,US-TX,Van Horn,no,KVHN,VHN,KVHN,VHN,,https://en.wikipedia.org/wiki/Culberson_County_Airport,
21323,KVIH,small_airport,Rolla National Airport,38.127399,-91.769501,1148.0,,US,US-MO,Vichy,no,KVIH,VIH,KVIH,VIH,http://www.rollacity.org/airport/airport.shtml,https://en.wikipedia.org/wiki/Rolla_National_Airport,
21324,KVIQ,small_airport,Neillsville Municipal Airport,44.558102,-90.512199,1237.0,,US,US-WI,Neillsville,no,,,KVIQ,VIQ,,https://en.wikipedia.org/wiki/Neillsville_Municipal_Airport,
21325,KVIS,medium_airport,Visalia Municipal Airport,36.318699,-119.392998,295.0,,US,US-CA,Visalia,no,KVIS,VIS,KVIS,VIS,,https://en.wikipedia.org/wiki/Visalia_Municipal_Airport,
21326,KVJI,small_airport,Virginia Highlands Airport,36.687099,-82.033302,2087.0,,US,US-VA,Abingdon,no,KVJI,VJI,KVJI,VJI,http://www.vahighlandsairport.com/,https://en.wikipedia.org/wiki/Virginia_Highlands_Airport,
21327,KVKS,small_airport,Vicksburg Municipal Airport,32.23929977417,-90.928398132324,106.0,,US,US-MS,Vicksburg,no,KVKS,VKS,KVKS,VKS,http://www.vicksburg.org/departments/airport,,
21328,KVLA,small_airport,Vandalia Municipal Airport,38.991501,-89.166199,537.0,,US,US-IL,Vandalia,no,KVLA,VLA,KVLA,VLA,,https://en.wikipedia.org/wiki/Vandalia_Municipal_Airport,
3946,KVLD,medium_airport,Valdosta Regional Airport,30.782499313354492,-83.27670288085938,203.0,,US,US-GA,Valdosta,yes,KVLD,VLD,KVLD,VLD,,https://en.wikipedia.org/wiki/Valdosta_Regional_Airport,
21329,KVLL,small_airport,Oakland Troy Airport,42.5429,-83.177902,727.0,,US,US-MI,Troy,no,,,KVLL,VLL,,https://en.wikipedia.org/wiki/Oakland/Troy_Airport,
